Currency,Chinese yuan,Euro(1),Japanese yen,U.K. pound(1),U.S. dollar,Algerian dinar,Australian dollar(1),Bahrain dinar,Botswana pula(1),Brazilian real,Brunei dollar,Canadian dollar,Chilean peso,Colombian peso,Czech koruna,Danish krone,Hungarian forint,Icelandic krona,Indian rupee,Indonesian rupiah,Iranian rial,Israeli New Shekel,Kazakhstani tenge,Korean won,Kuwaiti dinar,Libyan dinar(2),Malaysian ringgit,Mauritian rupee,Mexican peso,Nepalese rupee,New Zealand dollar(1),Norwegian krone,Omani rial,Pakistani rupee,Peruvian sol,Philippine peso,Polish zloty,Qatari riyal,Russian ruble,Saudi Arabian riyal,Singapore dollar,South African rand,Sri Lankan rupee,Swedish krona,Swiss franc,Thai baht,Trinidadian dollar,Tunisian dinar,U.A.E. dirham,Uruguayan peso,Bolivar Fuerte
29-Mar-11,6.5625,1.4066,81.7,1.5985,1,72.3348,1.0256,0.376,0.1522,1.6606,1.2635,,480.55,"1,877.84",17.43,5.3017,189.34,114.96,44.67,"8,712.00","10,394.00",3.525,145.57,"1,114.20",0.27725,1.9324,3.029,28.4517,11.9678,71.8,0.7509,5.6192,0.3845,85.3309,2.813,43.388,2.8227,3.64,28.3436,3.75,1.2635,6.86385,110.3923,6.355,0.9196,30.326,6.4083,1.3908,3.6725,19.27,4.2893
30-Mar-11,6.5586,1.409,82.46,1.6052,1,72.3702,1.0325,0.376,0.1527,1.6538,1.2636,0.9714,,,17.406,5.2926,189.49,,44.77,"8,715.00","10,400.00",3.511,,"1,114.60",0.2775,1.9324,3.0267,28.4388,,71.6,0.7569,5.5837,0.3845,85.2872,2.809,,2.8277,3.64,28.429,3.75,1.2636,6.8325,110.3987,6.3425,0.9224,30.343,6.4247,1.3903,3.6725,,4.2893
31-Mar-11,6.5564,1.4207,83.13,1.6092,1,72.1617,1.0334,0.376,0.1532,1.6352,,0.9718,482.08,"1,879.47",17.274,5.2486,186.98,114.07,44.65,"8,709.00","10,400.00",3.481,145.7,"1,107.20",0.2772,1.9324,3.0259,28.3805,11.9084,71.6,0.7627,5.5135,0.3845,85.3113,2.802,43.432,2.8229,3.64,28.5162,3.75,1.2617,6.79245,110.3929,6.3025,0.9148,30.295,6.4231,1.3905,3.6725,19.193,4.2893
1-Apr-11,6.5527,1.4141,83.46,1.6046,1,72.2357,1.0345,0.376,0.1539,1.6279,1.2616,0.9629,479.46,"1,870.60",17.338,5.2729,187.96,114.54,,"8,699.00",,3.473,145.7,"1,100.10",,1.9324,3.0274,28.3762,11.8412,71.29,0.7609,5.5198,0.3845,85.3177,2.805,43.408,2.8455,3.64,28.3684,3.75,1.2616,,110.3969,6.3225,0.9227,,6.4044,1.3854,3.6725,19.15,4.2893
4-Apr-11,,1.424,84.16,1.6141,1,72.0835,1.0385,0.376,0.1545,1.6186,1.2605,0.9679,476.9,"1,858.95",17.179,5.2364,187.52,114,,"8,676.00","10,403.00",3.465,145.68,"1,094.60",0.2771,1.9324,3.0259,,11.8533,71.35,0.7685,5.4919,0.3845,85.3941,2.81,43.445,2.8395,3.64,28.2277,3.75,1.2605,6.697,110.2816,6.3075,0.9235,30.242,6.4182,1.3897,3.6725,19.1,4.2893
5-Apr-11,,1.4166,84.31,1.6232,1,72.1755,1.0328,0.376,0.154,1.6102,1.2613,0.9636,474.55,"1,846.78",17.25,5.2642,187.23,114.39,,"8,671.00","10,409.00",3.468,145.81,"1,086.90",0.2773,1.9324,3.0274,28.3214,,71.31,0.7678,5.4998,0.3845,85.3234,2.808,,2.8388,3.64,28.3113,3.75,1.2613,6.723,110.3963,6.3425,0.924,30.217,6.3788,1.3843,3.6725,19.05,4.2893
6-Apr-11,6.5496,1.43,85.3,1.6314,1,71.9065,1.0356,0.376,0.1546,1.6079,1.2606,0.9588,475.03,"1,838.29",17.077,5.2146,184.58,113.38,44.2,"8,651.00","10,404.00",3.46,145.62,"1,089.70",0.2771,1.9324,3.0255,28.2512,11.7836,71.1,0.7675,5.4441,,85.2606,2.809,43.381,2.7986,3.64,28.2164,3.75,1.2606,6.68765,110.3592,6.3,0.9163,,6.4069,1.3875,3.6725,19.039,4.2893
7-Apr-11,6.5456,1.4283,85.3,1.634,1,,1.0465,0.376,0.1547,1.6089,1.2605,0.9593,472.89,"1,826.97",17.107,5.221,184.94,113.55,44.22,"8,654.00","10,404.00",3.451,145.43,"1,085.50",0.2769,1.9324,3.0269,28.1807,11.7931,70.7,0.7775,5.4733,0.3845,85.0336,2.804,,2.7863,3.64,28.2286,3.75,1.2605,6.69285,110.3797,6.345,0.9177,30.132,6.4273,1.3801,3.6725,18.993,4.2893
8-Apr-11,6.542,1.4401,85.13,1.6347,1,71.7614,1.0522,0.376,0.1556,1.5919,1.2574,,473.25,"1,825.09",16.959,5.1783,183.54,112.59,,"8,656.00",,3.438,145.44,"1,088.00",,1.9324,3.0227,28.0869,,70.66,0.7777,5.4177,0.3845,84.862,,43.112,2.7489,3.64,28.1211,3.75,1.2574,6.6489,110.3717,6.2575,0.913,30.047,6.413,1.3821,3.6725,,4.2893
11-Apr-11,6.5401,1.4434,84.7,1.6356,1,71.7402,1.0564,0.376,0.1554,1.5754,1.256,0.9547,470.19,"1,817.35",16.929,5.1666,183.12,112.36,44.2,"8,641.00","10,313.00",3.441,145.4,"1,085.40",0.2763,1.9324,3.02,,11.7447,70.5,0.782,,,84.9186,,43.025,2.7501,3.64,27.9758,3.75,1.256,6.6582,110.3789,6.2075,0.9092,30.057,6.3849,,3.6725,,4.2893
12-Apr-11,6.544,1.447,83.9,1.6262,1,71.6092,1.0438,0.376,0.1553,1.5797,1.2604,0.9625,471,"1,815.79",16.893,5.1544,184.4,112.65,,"8,666.00","10,412.00",3.446,145.4,"1,084.40",0.2764,1.9324,3.0305,,11.8266,70.85,0.7822,,0.3845,84.6301,,43.061,2.7511,3.64,28.1456,3.75,1.2604,6.6867,110.3112,6.295,0.9019,30.177,6.3681,,3.6725,,4.2893
13-Apr-11,6.5369,1.4493,83.95,1.6271,1,71.6587,1.0478,0.376,0.1541,1.5862,1.2581,0.964,473.77,,16.834,5.1462,184.24,112.66,44.48,"8,672.00","10,402.00",3.417,145.37,"1,091.70",0.27615,1.9324,3.0295,,11.7907,70.88,0.7848,5.4247,0.3845,84.5412,2.814,43.237,2.7421,3.64,28.1145,3.75,1.2581,6.715,,6.25,0.898,,6.4266,1.3681,3.6725,19,4.2893
14-Apr-11,6.5339,1.4401,83.48,1.6297,1,71.7402,1.0534,0.376,0.1529,1.5856,1.2492,0.9626,472.72,"1,818.91",16.844,5.1792,184.12,113.37,,"8,661.00","10,410.00",3.431,145.38,"1,092.50",0.27615,1.9324,3.0225,,,71.15,0.7876,5.4566,0.3845,84.1112,2.822,43.272,2.7297,3.64,28.1886,3.75,1.2492,6.85475,,6.23,0.895,,6.4121,1.3692,3.6725,18.925,4.2893
15-Apr-11,,1.445,83.65,1.6348,1,,1.0524,0.376,,1.5834,1.2445,0.9615,472.56,,16.754,5.1613,184.88,113.1,44.52,"8,661.00",,3.416,145.31,"1,089.40",,1.9324,3.0205,,11.709,71.15,0.7938,5.4035,0.3845,84.3179,,43.287,2.7293,3.64,28.2212,3.75,1.2445,6.88415,,6.19,0.8933,,6.4198,1.3712,3.6725,,4.2893
18-Apr-11,6.531,1.4275,82.95,1.6273,1,72.0092,1.0563,0.376,0.1523,1.5768,1.2443,0.9691,472.46,"1,800.63",16.944,5.2247,186.29,113.85,44.27,"8,670.00","10,433.00",,,"1,087.90",0.27625,1.9324,3.023,,11.7783,,0.7957,5.4557,0.3845,84.2918,,43.206,2.7608,3.64,28.1636,3.75,1.2443,6.8711,110.3731,6.2375,0.8975,30.123,6.3753,1.3702,3.6725,,4.2893
19-Apr-11,6.5346,1.4302,82.45,1.6294,1,71.903,1.0463,0.376,0.1526,1.5904,1.2497,0.9571,474.76,"1,799.79",16.869,5.2144,187.6,113.77,44.68,"8,686.00","10,450.00",,145.3,"1,089.90",0.2767,1.9324,3.029,,11.6925,71,0.7866,5.4283,0.3845,84.2906,2.822,43.294,2.7922,3.64,28.4213,3.75,1.2497,6.8348,110.3842,6.28,0.8994,30.119,6.3853,,3.6725,18.985,4.2893
20-Apr-11,6.5294,1.4515,82.82,1.6375,1,71.588,1.0583,0.376,0.1539,1.5784,1.2408,0.9524,473.82,"1,790.54",16.655,5.1379,182.37,112.81,44.38,"8,657.00","10,448.00",3.424,145.49,"1,092.80",0.2762,1.9324,3.0162,,11.6252,71.15,0.7898,5.3889,0.3845,84.4278,,43.366,2.7358,3.64,28.1457,3.75,1.2408,6.78145,110.3852,6.19,0.8923,30.014,6.4166,1.3788,3.6725,,4.2893
21-Apr-11,6.5228,1.4584,82,1.6552,1,71.4783,1.0769,0.376,0.1547,1.5714,1.2369,0.9519,469.94,"1,782.59",,,180.5,,44.3,"8,629.00","10,443.00",3.405,145.53,"1,083.70",0.27545,1.9324,3.0095,,,70.95,0.7959,,0.3845,84.3945,,,2.7183,3.64,27.9398,3.75,1.2369,6.7456,110.3004,6.0875,0.8837,29.913,6.41,,3.6725,,4.2893
22-Apr-11,6.5156,,81.85,,1,71.4924,,,,,,,,"1,782.59",16.582,,181.73,,,,,,145.31,"1,080.10",,,3.006,,,,,,,,,,2.7135,,27.9396,,,,,,,29.929,,1.3604,3.6725,,
25-Apr-11,6.5161,,82.19,,1,71.4853,,0.376,,,1.2355,0.9541,467.77,"1,782.59",,,,,44.45,"8,628.00","10,454.00",,145.29,"1,081.80",0.27545,1.9324,2.996,27.6708,11.6294,70.98,,,0.3845,84.3365,2.821,43.228,,3.64,27.9924,3.75,1.2355,,110.2025,,,29.933,,,3.6725,18.9,4.2893
26-Apr-11,6.5173,1.4617,81.78,1.6493,1,71.3933,,0.376,0.1551,,1.2371,0.9507,467.63,"1,781.56",16.491,5.1013,181.03,112.51,44.59,"8,656.00","10,459.00",3.413,145.38,"1,081.50",0.27545,1.9324,2.995,27.7199,11.5824,71.15,0.7999,5.3226,0.3845,84.5235,2.825,43.199,2.6975,3.64,27.8964,3.75,1.2371,6.745,110.1952,6.1075,0.877,29.993,,,3.6725,18.885,4.2893
27-Apr-11,6.5096,1.4668,81.5,1.6578,1,,1.0835,0.376,0.156,,1.2309,0.9549,465.29,"1,787.88",16.457,5.083,180.02,112.24,44.4,"8,625.00","10,451.00",3.42,145.46,"1,085.50",0.2749,1.9324,2.9788,27.6268,11.5868,71.2,0.8073,5.3099,0.3845,84.61925,2.832,43.288,2.6838,3.64,27.7144,3.75,1.2309,,110.1993,6.085,0.8765,29.93,6.3976,1.3585,3.6725,18.919,4.2893
28-Apr-11,6.5051,1.4794,82.06,1.6655,1,71.3463,1.0925,0.376,0.1567,,1.226,0.9511,462.37,"1,784.11",16.305,5.0408,177.71,111.01,44.33,"8,593.00","10,441.00",3.411,145.39,"1,079.90",0.2742,1.9324,2.9615,27.5035,11.5428,71.06,0.8027,5.2785,0.3845,84.429,2.824,43.201,2.6504,3.64,27.4977,3.75,1.226,6.62595,110.1582,6.0425,0.8733,29.881,6.3957,1.3564,3.6725,18.95,4.2893
29-Apr-11,6.499,1.486,,,1,71.3037,1.09,0.376,0.1571,1.5845,1.2277,0.9486,460.04,"1,767.54",16.292,5.0186,177.79,110.86,44.38,"8,574.00",,3.395,145.54,"1,072.30",0.2742,1.9324,2.9735,27.3973,11.5868,70.95,0.804,5.2369,0.3845,84.6587,2.821,42.9,2.6501,3.64,27.5022,3.75,1.2277,6.59235,109.8512,6.005,0.8664,29.936,6.4044,1.3469,3.6725,18.95,4.2893
2-May-11,,1.4837,81.5,,1,71.2982,1.0939,,0.1574,1.5725,,0.9492,460.09,"1,768.19",16.296,5.0262,178.09,111.01,44.3,"8,551.00","10,457.00",3.377,145.54,"1,073.30",0.2744,1.9324,,27.3556,11.5023,70.93,0.80705,5.2436,0.3845,84.6519,,42.863,2.6541,3.64,,3.75,,,,6.035,0.867,,6.4195,1.3467,3.6725,,
3-May-11,6.5002,1.478,,1.6483,1,71.412,1.0919,0.376,0.1566,1.5739,1.2259,0.949,461.65,"1,768.37",16.355,5.0452,178.63,111.6,44.34,"8,554.00","10,461.00",3.397,145.54,"1,066.80",0.2744,1.9324,2.97,27.2285,11.5665,70.95,0.8067,5.2771,0.3845,84.4714,2.828,42.69,2.6541,3.64,27.3348,3.75,1.2259,6.6312,109.9071,6.0175,0.8672,29.922,6.4235,,3.6725,18.861,4.2893
4-May-11,6.5013,1.4882,,1.6512,1,71.293,1.0829,0.376,0.1569,1.5882,1.2302,0.958,463.07,"1,767.05",16.265,5.0106,178.57,111.39,44.59,"8,559.00","10,461.00",3.392,145.79,"1,070.20",0.2744,1.9324,2.98,27.2285,11.6214,71.14,0.7989,5.2889,0.3845,84.3085,2.821,42.808,2.6499,3.64,27.3675,3.75,1.2302,6.61585,109.7815,6.0375,0.8624,30.051,6.3951,,3.6725,,4.2893
5-May-11,6.5025,1.4814,,1.6501,1,71.727,1.0741,0.376,0.1548,1.6022,1.231,0.9669,463.05,"1,763.45",16.325,5.0339,177.69,111.47,44.57,"8,566.00",,3.407,,,0.27415,1.9324,2.9875,27.1729,11.6934,71.19,0.7926,5.353,0.3845,84.6003,2.818,42.963,2.6458,3.64,27.2625,3.75,1.231,6.7265,109.7434,6.0625,0.8586,,6.404,1.3422,3.6725,,4.2893
6-May-11,6.5003,1.4501,80.5,1.6432,1,71.912,1.0698,0.376,0.155,1.6211,1.235,0.9617,468.35,"1,769.46",16.616,5.1424,182.75,112.98,44.78,"8,577.00",,3.447,,"1,074.60",0.27415,1.9324,3.0005,27.148,11.609,71.51,0.7882,5.4789,0.3845,84.5699,,42.933,2.727,3.64,27.6635,3.75,1.235,6.7484,109.713,6.2075,0.8713,30.194,6.412,,3.6725,,4.2893
9-May-11,6.4988,1.4397,80.6,1.6368,1,72.257,1.0767,0.376,0.1542,1.6103,1.2308,0.9661,467.17,"1,763.12",16.795,5.1796,182.93,113.91,44.7,"8,548.00","10,474.00",3.448,145.68,"1,085.00",0.275,1.9324,2.983,27.2539,11.641,71.65,0.7893,,0.3845,85.236,2.792,43.1,2.719,3.64,,3.75,1.2308,6.73255,109.7957,6.235,0.877,30.191,6.4003,1.3483,3.6725,18.9,4.2893
10-May-11,6.495,1.4358,80.3,1.6335,1,72.2001,1.0749,0.376,0.1538,1.6191,1.2332,0.961,467.69,"1,779.70",16.875,5.1931,183.9,114.06,44.73,"8,553.00","10,481.00",,145.68,,0.2751,1.9324,2.9909,27.4813,11.6009,71.49,0.7922,5.4349,0.3845,84.7823,2.791,42.949,2.7361,3.64,27.8645,3.75,1.2332,6.7493,109.7751,6.2625,0.8774,30.188,6.3977,1.3789,3.6725,18.85,4.2893
11-May-11,6.4948,1.4357,80.9,1.6476,1,72.2925,1.0866,0.376,0.1535,1.6061,1.2303,0.9582,465.57,"1,791.72",16.897,5.1932,182.74,113.7,44.69,"8,546.00","10,488.00",3.465,145.9,"1,079.90",0.275,1.9324,2.9815,27.6095,11.6075,71.6,0.7954,5.4252,0.3845,84.9995,2.793,42.978,2.7201,3.64,27.6288,3.75,1.2303,6.79205,109.7756,6.2325,0.8797,30.062,6.3827,1.3769,3.6725,18.909,4.2893
12-May-11,6.5005,1.4153,81.1,1.6256,1,72.4669,1.0617,0.376,0.1511,1.617,1.2362,0.9658,467.83,"1,798.66",17.152,5.2683,187.64,115.63,44.79,"8,536.00","10,541.00",3.504,145.75,"1,074.90",0.27535,1.9324,2.9975,27.7679,11.6656,71.45,0.7902,5.5119,0.3845,84.8229,2.782,42.861,2.7573,3.64,27.9472,3.75,1.2362,6.95845,109.7233,6.31,0.889,30.219,6.394,1.3737,3.6725,18.89,4.2893
13-May-11,6.5017,1.428,80.95,1.6259,1,,1.067,0.376,0.1509,1.6199,1.2437,0.9709,468.07,"1,807.86",17.079,5.2211,186.31,114.75,44.91,"8,555.00",,3.485,145.74,"1,082.70",0.27535,1.9324,3.0115,27.9472,11.7219,71.78,0.7945,5.4905,0.3845,85.1393,,,2.7321,3.64,27.8497,3.75,1.2437,6.9686,109.7469,6.2775,0.8858,30.241,6.4124,1.3866,3.6725,,4.2893
16-May-11,6.5089,1.4143,81,1.6173,1,72.442,1.0554,0.376,0.1501,1.632,1.2497,,465.21,"1,805.37",17.235,5.2721,189.55,115.56,45.07,"8,555.00","10,573.00",3.538,145.73,"1,088.90",0.27585,1.9324,,27.9472,11.7094,71.76,0.7856,,0.3845,85.2787,2.76,43.187,2.7817,3.64,28.122,3.75,1.2497,7.00835,109.7768,6.3725,0.8883,,6.4008,1.3815,3.6725,,4.2893
17-May-11,6.5108,1.4171,81.4,1.6262,1,72.5345,1.0606,0.376,0.1499,1.6309,,0.9773,469.3,"1,814.98",17.26,5.2619,189.17,115.25,,,"10,565.00",3.52,145.79,"1,092.80",0.2756,1.9324,3.033,28.29,11.766,72.2,0.7799,,0.3845,85.3423,2.76,43.366,2.7707,3.64,28.1177,3.75,,7.00115,,6.355,0.8863,,6.4205,1.3905,3.6725,18.889,4.2893
18-May-11,6.5074,1.4227,81.4,1.6171,1,72.4633,1.0631,,0.151,1.6282,1.2415,0.9723,474.19,"1,826.03",17.22,5.2417,187.63,115.01,45.08,"8,553.00","10,561.00",3.529,145.75,"1,091.40",0.2752,1.9324,3.0314,28.2546,11.7234,72.19,0.7856,5.5781,0.3845,85.6119,,43.339,2.7501,3.64,28.0466,3.75,1.2415,,,,0.8812,30.244,6.418,1.3891,3.6725,,4.2893
19-May-11,6.5048,1.4265,81.66,1.62,1,72.3637,1.0641,0.376,0.1516,1.6158,1.2378,1.0308,471.81,"1,824.82",17.15,5.228,188.71,115.09,44.98,"8,544.00","10,560.00",3.49,145.6,"1,086.70",0.2753,1.9324,3.023,,11.6588,72.1,0.7896,5.5188,0.3845,85.5076,2.753,43.198,2.757,3.64,27.9608,3.75,1.2378,6.89205,109.7921,6.3075,0.8837,30.228,6.3774,1.3848,3.6725,18.838,4.2893
20-May-11,6.4983,1.4237,81.68,1.6233,1,72.3531,1.0665,0.376,0.1515,1.6157,1.2358,0.9735,468.78,"1,814.99",17.194,,186.2,115.19,44.93,"8,535.00",,3.474,145.48,"1,084.70",0.2753,1.9324,3.0147,28.0804,11.6467,71.92,0.7914,5.4983,0.3845,85.8945,2.754,43.142,2.7377,3.64,27.9145,3.75,1.2358,6.89815,109.7898,6.25,0.8835,30.269,6.3765,1.3871,3.6725,18.837,4.2893
23-May-11,6.4998,1.402,81.98,1.6125,1,72.6361,1.0557,0.376,0.1495,1.6161,1.2446,,468.34,"1,819.86",17.5,5.3182,193.23,117.03,45.28,"8,561.00","10,596.00",3.516,145.22,"1,082.70",0.27595,1.9324,3.0455,28.1421,11.7292,71.95,0.7935,5.5974,0.3845,85.9452,2.757,43.133,2.8193,3.64,28.3418,3.75,1.2446,7.03415,109.7941,6.37,0.8839,30.383,6.4012,,3.6725,18.85,4.2893
24-May-11,6.5038,1.4089,81.81,1.6166,1,72.5082,1.0547,0.376,0.1499,1.6331,1.2473,0.9774,472.71,"1,828.12",17.441,5.2925,191.76,116.61,45.25,"8,568.00","10,611.00",3.496,145.23,"1,091.70",0.2761,1.9324,3.054,28.2092,11.7032,72.35,0.7894,5.5636,0.3845,85.7098,2.752,43.349,2.8024,3.64,28.437,3.75,1.2473,7.01715,109.8971,,0.8796,30.399,6.4099,1.398,3.6725,18.85,4.2893
25-May-11,6.4949,1.4069,82,1.6229,1,72.6254,1.0462,0.376,0.1492,1.6248,1.2489,0.9765,471.35,"1,828.61",17.467,5.3002,191.56,116.83,45.38,"8,584.00","10,623.00",3.499,145.38,"1,094.80",0.2761,1.9324,3.0605,28.3057,11.6948,72.35,0.7976,5.5612,0.3845,85.6421,2.748,43.424,2.81,3.64,28.4794,3.75,1.2489,7.0652,109.9873,6.37,0.8761,30.449,6.3767,1.3921,3.6725,18.775,4.2893
26-May-11,6.4921,1.4168,82,1.631,1,72.352,1.0611,0.376,0.1504,1.6289,1.244,0.9809,471.18,"1,831.58",17.388,5.2631,190,116.06,45.29,"8,576.00","10,622.00",3.469,145.27,"1,096.30",0.2756,1.9324,3.044,28.3328,11.6956,72.55,0.7978,5.4983,0.3845,85.7343,,43.506,2.8033,3.64,28.228,3.75,1.244,,109.9825,6.275,0.8694,30.394,6.395,1.3958,3.6725,18.725,4.2893
27-May-11,6.4898,1.4265,81,1.6412,1,72.2916,1.0684,0.376,0.1513,1.607,1.2361,0.9771,470,"1,829.75",17.238,5.2269,189.31,115.7,45.21,"8,565.00",,3.472,145.17,"1,090.50",0.2756,1.9324,3.0215,28.267,11.6256,72.45,0.8094,5.4462,0.3845,85.5226,,43.436,2.8003,3.64,28.1166,3.75,1.2361,6.92155,109.8921,6.2375,0.8567,30.36,6.3966,,3.6725,,4.2893
31-May-11,6.4845,1.4385,80.85,1.6503,1,71.9791,1.0709,0.376,0.1526,1.595,1.2328,0.9688,467.31,"1,817.31",17.056,5.1832,185.19,114.85,45.03,"8,537.00","10,579.00",3.437,145.34,"1,080.60",0.2745,1.9324,3.0115,28.0719,11.578,72.1,0.8187,5.3938,0.3845,85.9064,2.767,43.291,2.7468,3.64,27.9805,3.75,1.2328,6.8604,109.7618,6.1675,0.8528,30.301,,1.3825,3.6725,18.6,4.2893
1-Jun-11,6.4837,1.4408,81.35,1.6417,1,,1.0748,0.376,0.1533,1.5791,1.2303,0.9714,465.13,"1,797.83",17.003,5.1742,185.06,114.74,44.89,"8,540.00","10,568.00",3.42,145.43,"1,076.90",0.2745,1.9324,3.0085,27.9446,11.6277,72.05,0.8249,5.3658,0.3845,85.9062,2.776,43.245,2.7479,3.64,27.9682,3.75,1.2303,6.78935,109.6599,6.15,,30.286,6.4211,1.371,3.6725,18.6,4.2893
2-Jun-11,6.4886,1.446,80.95,1.6381,1,71.9472,1.0621,0.376,,1.587,1.2383,0.9793,466.78,"1,789.41",16.965,,184.78,,44.94,,,3.406,145.33,"1,076.40",0.27465,1.9324,3.0275,27.8659,11.6739,71.65,0.8157,,0.3845,85.953,2.766,43.194,2.7578,3.64,28.0419,3.75,1.2383,6.7545,109.6835,,,30.309,6.4252,,3.6725,18.55,4.2893
3-Jun-11,6.4846,1.4488,80.66,1.6308,1,71.8619,1.0666,0.376,0.1539,1.5797,1.2327,0.977,467.33,"1,784.12",16.872,,183.21,114.34,44.85,"8,537.00",,3.387,145.5,"1,080.40",0.27465,1.9324,3.0143,27.8253,11.6689,,0.8155,5.3814,0.3845,85.8953,2.763,43.199,2.7315,3.64,27.8751,3.75,1.2327,6.74515,109.7485,6.215,0.8415,30.319,6.3998,1.3705,3.6725,18.493,4.2893
6-Jun-11,,1.4596,80.25,1.641,1,71.624,1.0741,0.376,0.1545,1.5736,1.2287,0.9785,468.23,"1,785.05",16.676,5.108,181.18,113.73,44.72,"8,506.00","10,576.00",3.383,145.53,"1,080.40",0.27355,1.9324,2.9975,27.7862,11.6983,71.66,,5.36,0.3845,85.9736,2.782,43.208,2.7071,3.64,27.7752,3.75,1.2287,6.73565,109.7186,,0.8365,30.266,6.3886,1.3633,3.6725,18.516,4.2893
7-Jun-11,6.4816,1.4652,80.22,1.643,1,71.5282,1.0681,0.376,0.1547,1.5802,1.2314,0.9745,468.31,"1,785.05",16.529,5.0893,180.61,113.39,44.74,"8,529.00","10,599.00",3.363,145.55,"1,077.50",0.2737,1.9324,3.0115,27.7187,11.7196,71.51,0.8146,5.3505,0.3845,85.90605,2.787,43.162,2.6891,3.64,27.7814,3.75,1.2314,,109.6122,6.155,0.8345,30.3,6.3949,1.3574,3.6725,18.546,4.2893
8-Jun-11,6.4795,1.4608,79.95,1.6372,1,71.6169,1.0671,0.376,0.1541,1.5756,1.2303,0.978,466.9,"1,770.13",16.574,5.1048,181.3,113.79,44.61,"8,521.00","11,717.00",,145.47,"1,080.60",0.27345,1.9324,3.0125,27.5801,11.8001,71.5,0.821,5.3981,0.3845,85.918,2.781,43.235,2.6943,3.64,27.6847,3.75,1.2303,6.7705,109.6026,6.1425,0.8369,30.315,6.4134,1.3528,3.6725,18.545,4.2893
9-Jun-11,6.483,1.4614,80.05,1.6408,1,,1.0581,0.376,0.154,1.5812,1.2314,0.9732,467.54,"1,769.83",16.514,5.1033,181.59,113.9,44.72,"8,523.00","11,726.00",3.377,145.49,"1,081.50",0.2736,1.9324,3.0195,27.5388,11.7965,71.4,0.8226,5.3873,0.3845,85.8241,2.763,43.209,2.704,3.64,27.7033,3.75,1.2314,6.7343,109.4853,6.17,0.84,30.431,6.411,1.3566,3.6725,18.5,4.2893
10-Jun-11,6.4853,1.4486,80.08,1.6289,1,71.9258,1.0598,0.376,0.1536,1.5869,1.2302,0.9768,467.33,"1,772.59",16.663,5.1483,182.5,114.7,44.72,"8,518.00",,3.393,145.48,"1,083.10",,1.9324,3.0175,27.6283,11.8686,71.5,0.8255,,0.3845,85.6783,2.762,43.269,2.7216,3.64,27.7907,3.75,1.2302,,109.4433,6.285,0.8428,30.4,6.4014,,,18.55,4.2893
13-Jun-11,6.4892,1.4354,80.53,1.6286,1,72.0217,,0.376,0.1532,1.593,1.2384,0.9779,468.12,"1,774.94",16.811,,,,44.87,"8,531.00","11,725.00",3.434,145.52,"1,081.20",0.2745,1.9324,3.0475,27.8748,11.868,71.55,0.8209,,0.3845,85.7446,2.759,43.271,2.7426,3.64,,3.75,1.2384,6.7924,109.4892,6.345,,30.454,6.3968,1.3696,3.6725,18.526,4.2893
14-Jun-11,6.4822,1.4448,80.2,1.6406,1,71.8583,1.0636,0.376,0.1538,1.588,1.2327,0.9686,467.12,"1,777.64",16.691,5.1627,183.14,114.81,44.77,"8,538.00","11,627.00",3.395,145.74,"1,085.90",0.274,1.9324,3.0275,28.0112,11.7982,71.79,0.8166,5.3962,0.3845,85.6802,2.762,43.366,2.7203,3.64,27.8984,3.75,1.2327,6.7585,109.4597,6.3,0.8391,30.459,6.3976,1.3744,3.6725,18.5,4.2893
15-Jun-11,6.4796,1.4292,80.57,1.626,1,72.1922,1.0707,0.376,0.1528,1.5813,1.2324,0.978,466.25,"1,774.24",16.943,5.2191,185.21,115.92,44.68,"8,535.00","11,501.00",3.418,145.75,"1,083.50",0.27415,1.9324,3.0315,28.0547,11.8751,71.65,0.8183,5.4716,0.3845,85.7761,2.761,43.359,2.7499,3.64,27.8957,3.75,1.2324,6.8116,,6.355,0.8511,30.465,6.4178,1.3679,3.6725,,4.2893
16-Jun-11,6.4803,1.4088,80.95,1.6128,1,72.2693,1.0527,0.376,0.1515,1.5952,1.2387,0.9843,467.92,,17.239,5.2944,189.56,116.87,44.9,"8,584.00",,3.485,145.74,"1,082.50",0.27485,1.9324,3.0435,28.1676,11.9591,71.55,0.8063,5.5923,0.3845,85.8255,2.761,43.381,2.8069,3.64,28.19,3.75,1.2387,,109.5289,6.51,0.8491,30.608,6.4029,1.3745,3.6725,18.6,4.2893
17-Jun-11,6.4716,1.427,80.62,1.6183,1,,1.0522,0.376,0.153,1.61,1.2381,0.9797,471,"1,793.92",16.908,5.2272,189.46,,44.93,"8,595.00",,3.463,145.62,"1,088.90",0.27485,1.9324,3.047,28.3143,,71.8,0.8055,5.5147,0.3845,85.8762,,43.493,2.8077,3.64,28.1778,3.75,1.2381,6.7808,109.5673,6.4975,0.8483,30.602,6.4095,1.3885,3.6725,,4.2893
20-Jun-11,6.4696,1.4235,80.2,1.6169,1,71.9753,1.0543,0.376,0.1529,1.5971,1.2368,0.9785,471.33,"1,787.80",16.947,5.2402,189.18,115.9,44.99,"8,578.00","11,233.00",3.459,145.92,"1,087.20",0.27455,1.9324,3.0388,28.4442,11.8916,71.77,0.8106,5.5683,0.3845,85.8451,2.759,,2.8058,3.64,28.1783,3.75,1.2368,6.7874,109.5542,6.4561,0.8471,30.569,6.4123,,3.6725,18.55,4.2893
